   3.3515329e+00   3.5247549e-02   3.2346036e-01   3.8286185e+01   8.1247482e-01   1.9221999e-06   3.7322548e+04   9.0830470e+02   6.3352637e-01   5.2329613e+00  -1.6183832e+02  -1.0281749e+02  -1.1074005e+02   9.6248169e+00   8.8870794e+00   8.4900356e+00   1.0480851e+01   1.0134258e+01   5.2629240e+01   4.7714037e+01   6.4894295e+01   5.9719517e+01   7.1106492e+01
   3.6702718e+00   2.4202946e-02   3.6768016e-01   3.6167374e+01   1.4464465e+00   3.3629165e-06   4.2398322e+04   8.7431936e+02  -1.0396847e+01   4.9033872e+01  -1.0946466e+02  -7.8824796e+01  -7.0668748e+01   3.5774884e+00   3.3503124e+00   3.2205590e+00   3.8027151e+00   3.6597180e+00   4.9102220e+01   4.3273083e+01   5.9848701e+01   5.6460352e+01   6.5146088e+01
   9.4445386e-01   4.9880131e-02   1.7278102e-01   5.9511787e+01   1.1690964e+00   2.6928359e-06   4.3889923e+04   9.4706683e+02  -5.9795957e+01  -1.5963058e+01   2.1835663e+01  -5.7417180e+01  -5.8861031e+01   7.0501894e+00   6.9486672e+00   6.3720537e+00   6.9787874e+00   7.1454254e+00   5.4778926e+01   5.0853837e+01   4.9131283e+01   4.9225506e+01   5.6569304e+01
   3.6968155e+00   1.8966860e-02   1.3887909e-01   5.0136332e+01   9.9707005e-01   3.1336114e-06   4.3598076e+04   8.3220387e+02  -4.9487509e+01   2.8439914e+01  -5.8040590e+01  -1.0039763e+02  -4.9257558e+01   3.1838039e+00   3.0754819e+00   2.8795969e+00   3.3567465e+00   3.3037487e+00   4.6524769e+01   4.0442616e+01   5.2631597e+01   5.1294412e+01   5.8901849e+01
   2.7132574e+00   3.6098043e-02   1.6752036e-01   3.9461418e+01   9.4830949e-01   3.9164398e-06   4.0970608e+04   8.5044191e+02  -3.3413302e+01   3.0731565e+01  -4.5896425e+01  -8.3589593e+01  -6.3150383e+01   4.9981122e+00   4.8030950e+00   4.4105080e+00   5.2365494e+00   5.2144050e+00   4.8723746e+01   4.2918308e+01   5.1302683e+01   5.0565550e+01   5.9366138e+01
   8.4139142e-01   3.4199626e-02   2.0500418e-01   2.8452058e+01   1.1465294e+00   2.2825687e-06   4.1547521e+04   6.4445888e+02  -4.0929518e+01  -8.4152562e+00   1.1776617e+01  -4.5129459e+01  -6.1342797e+01   5.1279707e+00   4.9693533e+00   4.5742659e+00   5.1058561e+00   5.2103939e+00   6.0059960e+01   5.6045606e+01   5.5734045e+01   5.4844381e+01   6.3325692e+01
   1.4747438e+00   2.5489817e-02   1.8612538e-01   5.0709569e+01   3.0603466e-01   1.6910986e-06   4.4150140e+04   6.8547769e+02  -6.4032458e+01  -6.7100817e+00  -2.1565902e+01  -9.6176539e+01  -5.1503737e+01   8.9334330e+00   8.6241771e+00   8.0876456e+00   9.2464282e+00   9.3132963e+00   5.8817065e+01   5.2349518e+01   5.9784216e+01   5.9935488e+01   6.8001803e+01
   2.4140853e+00   1.5687486e-02   3.7824640e-01   4.7305720e+01   1.2390189e+00   3.4785379e-06   3.9331831e+04   6.1454791e+02   2.2595634e+01   4.5604263e+01  -2.8626065e+02  -1.5616639e+02  -1.7152608e+02   4.7632259e+00   4.2713286e+00   4.0474586e+00   5.2529325e+00   5.1081208e+00   5.7182830e+01   5.1755466e+01   6.9857321e+01   6.5574572e+01   7.7137676e+01
   3.8512739e+00   1.1005399e-02   1.1539413e-01   2.7584466e+01   1.4122315e+00   2.4134599e-06   3.7897608e+04   7.7781797e+02  -1.8171391e+01   2.3395880e+01  -4.8345323e+01  -7.1584260e+01  -6.2687375e+01   1.4856992e+00   1.4130723e+00   1.3389693e+00   1.5402877e+00   1.5191427e+00   4.5122102e+01   3.9900508e+01   5.1340295e+01   5.0227493e+01   5.8178120e+01
   3.8771099e+00   2.6844490e-02   2.7780003e-01   2.9217786e+01   3.0995479e-01   2.9627485e-06   4.1318823e+04   7.3063236e+02  -8.8326254e+00   3.0296957e+01  -1.5322182e+02  -9.8671536e+01  -8.3977422e+01   8.2311453e+00   7.7323276e+00   7.4124696e+00   9.0974578e+00   8.6482174e+00   5.1087085e+01   4.5346460e+01   6.3492330e+01   5.8478538e+01   6.9482605e+01
